"I just love all the complex twist in the story, it keep me watching"	"Suspense/Mystery/thrillers,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
"I think the show is fantastic because it is unique in its storytelling, has compelling characters, features a diverse, talented cast, and is in high in production quality. I enjoy watching each week to catch up on the mysteries and trying to make guesses about twists and what's going to happen. I can never quite predict everything going on and that's part of the fun, getting to be surprised and engaged every week."	"Good/like the show/everything,Unique/different,Good storyline/subject matter,Appealing characters/I like the characters,Good cast/actors,High quality show/high production values,Attention grabbing/holds interest/keeps you wanting to watch more"
it is a high energy show	"Intense/serious,,,,,,"
HBO high quality direction and overall production.	"Other acting mentions,High quality show/high production values,,,,,"
The use of innovation technology and the overall cast of actors and the storyline is interesting that keeps you on the edge of your seat.	"Technological aspects (inclusion of robots, exploring AI, etc.),Good cast/actors,Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,"
great things her erugtnow ove ryjerer	"None/no answer,,,,,,"
"The characters, Ed Harris, and Aron Paul"	"Appealing characters/I like the characters,Like Ed Harris,Like Aaron Paul,,,,"
The cast and the plots	"Good cast/actors,Good storyline/subject matter,,,,,"
"intelligent dialogue and plot direction, superior acting, beautiful cinematography"	"Like the writing/dialog,Like the premise/setting/scenery,Good acting,Good visuals/graphics/special effects,,,"
I love the concept	"Like the concept/idea of futuristic amusement park,,,,,,"
great	"Good/like the show/everything,,,,,,"
the backstory and the evolution of the characters	"Good storyline/subject matter,Like the characters development,,,,,"
remember the original movie so it is fun	"Already seen/like the original movie,Witty/humorous/funny/entertaining,,,,,"
The beauty of Evan Rachel Wood. Her character and looks are mezmorizing.	"Like Evan Rachel Wood,Appealing characters/I like the characters,,,,,"
I liked this all time	"Good/like the show/everything,,,,,,"
So unique	"Unique/different,,,,,,"
Nothing	"None/no answer,,,,,,"
characters and concept	"Appealing characters/I like the characters,Like the concept/idea of futuristic amusement park,,,,,"
it is different than other shows that are on in a good way	"Unique/different,,,,,,"
Has some of my favorite actors. It's a great show cause it is unique in its settings and storylines. It's different from other shows.	"Good cast/actors,Good/like the show/everything,Unique/different,Like the premise/setting/scenery,Good storyline/subject matter,,"
The concepts of AI and personal identity it explores	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The novel concept of the show.	"Unique/different,,,,,,"
"Makes us think, makes your imagination wander"	"Thought provoking,Science fiction/fantasy,,,,,"
Everything. I can’t pick just one. Seriously love this show	"Good/like the show/everything,,,,,,"
I think it's interesting how the AI become so real and adapt and change to be like real people. It really makes you think.	"Interesting/engaging,Technology involvement/overpowering human life,Thought provoking,,,,"
The movie and book it is based on.	"Other misc. mentions,,,,,,"
I don't like the sci-fi ness of it. So I don't plan to watch anymore	"All negative mentions,,,,,,"
season 1 was poor. I lost all interest in this show from that point. I won't be watching anymore	"All negative mentions,,,,,,"
This show has nothing that I would be interested in	"All negative mentions,,,,,,"
Very addicting	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
"Love the AI, becoming aware, aspect. Seems like plausible view of our future."	"Technological aspects (inclusion of robots, exploring AI, etc.),Futuristic,,,,,"
I really like that now that Dolores is outside the park shes replacing people with duplicates with the pearls she took from the park. it adds a sense of tension to the show you don't know who to trust	"Like the character Dolores Abernathy,Other realistic/association with real life mentions,,,,,"
I love the show	"Good/like the show/everything,,,,,,"
good so	"Good/like the show/everything,,,,,,"
I love everything about it. I like that it twists I love the actors and characters. My fiance likes it so we can watch it together. I like that it has many different sets not just in one place.	"Good/like the show/everything,Suspense/Mystery/thrillers,Good cast/actors,Appealing characters/I like the characters,Can watch with family/family likes the show,Like the premise/setting/scenery,"
everything the whole element of the story	"Good/like the show/everything,Good storyline/subject matter,,,,,"
It is like unraveling a puzzle	"Suspense/Mystery/thrillers,,,,,,"
The great story	"Good storyline/subject matter,,,,,,"
I am interested in the artificial intelligence aspect and the complex storylines.	"Technological aspects (inclusion of robots, exploring AI, etc.),Complex storyline,,,,,"
"Wonderful sets, interesting storyline, surprises"	"Like the premise/setting/scenery,Good storyline/subject matter,Suspense/Mystery/thrillers,,,,"
It seems relevant to current events. What drew me to want to watch the show was how many people are talking about it	"Relevant to 21st century/existing in the world today/reflects our current society,Heard good review/recommendations by family/friends,,,,,"
It is interesting and has twists and turns	"Interesting/engaging,Suspense/Mystery/thrillers,,,,,"
It's an interesting show	"Interesting/engaging,,,,,,"
It’s addicting	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
The themes are interesting and thought provoking.	"Interesting/engaging,Thought provoking,,,,,"
I like sci-fi shows	"Science fiction/fantasy,,,,,,"
Great acting	"Good acting,,,,,,"
Special effects	"Good visuals/graphics/special effects,,,,,,"
The acting the sets and the story	"Good acting,Like the premise/setting/scenery,Good storyline/subject matter,,,,"
I would like to start from the beginning and watch all of them	"Good/like the show/everything,,,,,,"
Story acting and production.	"Good storyline/subject matter,Good cast/actors,High quality show/high production values,,,,"
nothing	"None/no answer,,,,,,"
I like my futuristic it is and it's not like anything else that's on TV right now.	"Futuristic,Unique/different,,,,,"
THE STORIES AND CONCEPT OF THE SHOW IS UNIQUE	"Good storyline/subject matter,Like the concept/idea of futuristic amusement park,Unique/different,,,,"
the storyline	"Good storyline/subject matter,,,,,,"
Nothing makes me want to watch it.	"All negative mentions,,,,,,"
"everything, it is a so good serie, so different and interesting"	"Good/like the show/everything,Unique/different,Interesting/engaging,,,,"
I like the overall sci-fi theme and the idea that there is a simulation people are living in	"Science fiction/fantasy,Like the concept/idea of futuristic amusement park,,,,,"
The first season was great and 8 lived it and it just sucked me in. I like that it was so confusing and weird	"Good experience/liked the previous seasons,,,,,,"
They are able to tie everything back in	"Other storyline/Plot mentions,,,,,,"
The futuristic amusement park which is looked after by robotic host. I also like the aspect of the artificial intelligence consciousness.	"Like the concept/idea of futuristic amusement park,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
The over all show need to make time to watch it	"Other misc. mentions,,,,,,"
Everyone talking about it	"Heard good review/recommendations by family/friends,,,,,,"
Good	"Good/like the show/everything,,,,,,"
"Now of course, a series doesn't have to satisfy all these conditions to be great. Some shows don't have a good atmosphere, or interesting topics, or great characters, and are still very good.I think it."	"Good/like the show/everything,,,,,,"
The multicultural cast.	"Other acting mentions,,,,,,"
is excellent	"Good/like the show/everything,,,,,,"
I love all the chaos and action	"Suspense/Mystery/thrillers,Like the action/adventurous,,,,,"
Spiritual Components	"Other show type mentions,,,,,,"
It's original compared to everything else that's on TV right now. It's a bit hard to follow but that makes it exciting. It makes me want to rewatch it to understand it better and it also gives me something to talk about with other people that watch the show. I think it's a show that can be watched over and over again and each time it gives you a better insight. It's a show that makes you think. I also like the actors and am really happy to see Aaron Paul on a show again after watching him for so long on Breaking Bad.	"Original,Exciting,Attention grabbing/holds interest/keeps you wanting to watch more,Other show characteristic mentions,Good cast/actors,Like Aaron Paul,"
I like it because it is an intersection of the near future and reimagined past.	"Futuristic,Other storyline/Plot mentions,,,,,"
"Because it has a great plot, story, characters,and a lot of drama, which is always good to have"	"Like the premise/setting/scenery,Good storyline/subject matter,Appealing characters/I like the characters,Like the drama,Good/like the show/everything,,"
I like it cause it’s about robots and what happens when they revolt.	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
it is very modern with interesting twists	"Creative/innovative/modern,Suspense/Mystery/thrillers,,,,,"
I loved the first season! After that it’s so hard to follow.	"All negative mentions,,,,,,"
The cast.	"Good cast/actors,,,,,,"
The drama and the suspect and the script is just good overall.	"Like the drama,Like the writing/dialog,,,,,"
I love the story line. And I am curious what’s going to happens nex	"Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
it's very entertaining	"Witty/humorous/funny/entertaining,,,,,,"
I just love the sci fi aspect. Don't care for regular real life world shows	"Science fiction/fantasy,,,,,,"
It is compelling without being too complex. While sometimes hard to fully understand it is never a dull moment.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
It's a complex storyline	"Complex storyline,,,,,,"
"the cast, features and music"	"Good cast/actors,Other High quality production values Mentions,Like the music/song,,,,"
i love the role of rancher's daughter.	"Other characters mentions,,,,,,"
I like it	"Good/like the show/everything,,,,,,"
"I love this show, it is my Wife's favorite show that we watch together too so it goes a long way! Would recommend adding some more star power because this is a fantastic premise and overall A+ + storylines."	"Witty/humorous/funny/entertaining,Can watch with family/family likes the show,Like the premise/setting/scenery,Good storyline/subject matter,,,"
The whole theme of the show is great	"Good storyline/subject matter,,,,,,"
It is ominous and mysterious. I like the darkness	"Other show characteristic mentions,Suspense/Mystery/thrillers,Dark/sarcastic,,,,"
Love the dark future	"Futuristic,,,,,,"
The story/plot drives me into it the most as I am fantasized by how good it is	"Good storyline/subject matter,Science fiction/fantasy,,,,,"
is really great tv show	"Good/like the show/everything,,,,,,"
"It really doesn't seem like my thing. If I've watched it, it's because I was watching something else and left it on/waiting for something."	"All negative mentions,,,,,,"
The fact that it's on hbo and is high production. The music is really amazing as well	"Aired on HBO,High quality show/high production values,Like the music/song,,,,"
i like the overall story of the show and i like to see what will happen next in the story.	"Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
"I like that it has a diverse cast and crew, I like how interesting it is, and I like that it is a high quality show."	"Good cast/actors,Interesting/engaging,High quality show/high production values,,,,"
No iption	"None/no answer,,,,,,"
It has an interesting narrative	"Interesting/engaging,,,,,,"
It is a concept never before filmed and produced	"Unique/different,,,,,,"
this is very excellent	"Good/like the show/everything,,,,,,"
Its the futuristic vibe of the show.	"Futuristic,,,,,,"
The front page of the show it shows robot so I tried it out and the name I like robots and western cilvaltion stuff like cowboys and stuff	"Technological aspects (inclusion of robots, exploring AI, etc.),Western aspect,,,,,"
how big the show is	"Other show characteristic mentions,,,,,,"
A very good show with a very good history	"Good/like the show/everything,Good storyline/subject matter,,,,,"
"that it is a unique series, with science fiction components"	"Unique/different,Science fiction/fantasy,,,,,"
the twist and turns it has	"Suspense/Mystery/thrillers,,,,,,"
i enjoyed the acting and the idea of a robot run theme park from watching the original show with yul brynner. i like science fiction overall and the set design and story lines are very good quality and interesting.	"Good acting,Technological aspects (inclusion of robots, exploring AI, etc.),Original,Other acting mentions,Science fiction/fantasy,Like the premise/setting/scenery,Good storyline/subject matter"
it's a different type of show I've never seen	"Unique/different,,,,,,"
I like the futuristic dystopian setting. I always enjoy sci fi movies and shows and this is a good fit. Like man y of HBO's shows it is high quality and makes it interesting to watch each week. I love the idea of living out your fantasy in this future world theme park.	"Futuristic,Science fiction/fantasy,Good/like the show/everything,High quality show/high production values,Interesting/engaging,Like the concept/idea of futuristic amusement park,"
it be what it be. I like what it do. I be watching that next season when it comes out too.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
HAVE ONLY SEEN 1 EPISODE	"Have not watched enough to comment/not familiar with the show,,,,,,"
Watched some of season 1. It was pretty good but we just stopped and never went back. Maybe I’ll catch up again sometime but just not something I’m going out of my way for	"Have not watched enough to comment/not familiar with the show,,,,,,"
I enjoy everything about the show.	"Good/like the show/everything,,,,,,"
Good to pass the time	"Other misc. mentions,,,,,,"
The characters are unique. The acting is awesome	"Appealing characters/I like the characters,Good acting,,,,,"
I just like the plot - and how it is different than regular tv	"Like the premise/setting/scenery,Unique/different,,,,,"
It does an amazing job of character development and exploration. The storyline is incredible and thought provoking	"Like the characters development,Technological aspects (inclusion of robots, exploring AI, etc.),Good storyline/subject matter,Thought provoking,,,"
Futuristic design and development of idealized society and technological innovation	"Futuristic,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
the ai is so far advanced	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
Difference	"Unique/different,,,,,,"
I want to see where it leads and how they are going to wrap it up. Specifically the story of the man in black and how he will find his way to delores	"Attention grabbing/holds interest/keeps you wanting to watch more,Other storyline/Plot mentions,,,,,"
vs Ravens18Bears - NS23160 20vs Patriots28Bears - NS11120 30at Cowboys1015Bears - NS3930 40vs Chargers	"None/no answer,,,,,,"
i love that it is so action packed and i love the story line of delores	"Like the action/adventurous,Good storyline/subject matter,Like the character Dolores Abernathy,,,,"
The overall plot and cast are super entertaining and intriguing	"Good storyline/subject matter,Good cast/actors,Witty/humorous/funny/entertaining,Interesting/engaging,,,"
It’s complex and intelligent	"Complex storyline,Other show characteristic mentions,,,,,"
The story and the unique look of the show	"Good storyline/subject matter,Unique/different,,,,,"
The storyline and the actors	"Good storyline/subject matter,Good cast/actors,,,,,"
Some few is unclear to me.	"All negative mentions,,,,,,"
Told by others to watch	"Heard good review/recommendations by family/friends,,,,,,"
"it intriguing, good photography and good acting"	"Interesting/engaging,Good visuals/graphics/special effects,Good acting,,,,"
It is interesting.	"Interesting/engaging,,,,,,"
getting boring	"All negative mentions,,,,,,"
"I think it will be a yes, and it will be a very good show."	"Good/like the show/everything,,,,,,"
"The characters are so interesting and complex, the plot twists are so exciting, and the thrill and suspense never end."	"Appealing characters/I like the characters,Suspense/Mystery/thrillers,Exciting,Like the character complexity,,,"
yes.it is very good show	"Good/like the show/everything,,,,,,"
I like how odd and controversial it is	"Other misc. mentions,,,,,,"
I find it so interesting to watch about an alternative reality. It is just interesting and intriguing in general.	"Interesting/engaging,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
It is has an engaging plot. I enjoy the action and plot twists. Show has great cast.	"Attention grabbing/holds interest/keeps you wanting to watch more,Like the premise/setting/scenery,Like the action/adventurous,Suspense/Mystery/thrillers,Good cast/actors,,"
i like the show	"Good/like the show/everything,,,,,,"
"It's different from other shows. It may be confusing at times, but I like that it makes me think. Sometimes I have to watch an episode a few times to figure out exactly what is going on, and even then I don't always catch everything."	"Unique/different,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
I just think the whole concept is interesting. AI technology is already here. Who knows what the future holds.	"Like the concept/idea of futuristic amusement park,Interesting/engaging,Technological aspects (inclusion of robots, exploring AI, etc.),,,,"
Quality	"Good/like the show/everything,,,,,,"
I loved when it first showed the revealing of who was human and who was AI. As the show progressed it was awesome to watch AI realize they were being used and for them to come into their own and rewrite their own programs to keep from being a slave to human programming. Now it's fun to watch as Delores is going for payback.	"Technology involvement/overpowering human life,Witty/humorous/funny/entertaining,,,,,"
I love the whole concept and have read part of the book.	"Like the concept/idea of futuristic amusement park,,,,,,"
I love sci fi shows and Aaron paul is what makes it a good show	"Science fiction/fantasy,Like Aaron Paul,,,,,"
Westworld is intriguing and is what I need right now to binge watch while the state is on lockdown.	"Interesting/engaging,Have not watched enough to comment/not familiar with the show,,,,,"
"Just the great acting,the cast makes it realistic."	"Good acting,Good cast/actors,Looks realistic,,,,"
The futuristic components and backstory	"Futuristic,Good storyline/subject matter,,,,,"
I love the cast and the interactions between the characters. They're believable. The cast does a great job of portraying the characters and making them believable.	"Good cast/actors,Like the characters interaction,Looks realistic,,,,"
It gives me something to think about.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
I like the sci-fi aspect of the show	"Appealing characters/I like the characters,,,,,,"
good like	"Good/like the show/everything,,,,,,"
My friends like it so I watch it. It’s a unique show unlike any others	"Heard good review/recommendations by family/friends,Unique/different,,,,,"
this is very excellent so i like it	"Good/like the show/everything,,,,,,"
I don'tknow	"Don't know,,,,,,"
Ed Harris	"Like Ed Harris,,,,,,"
The aspect of artificial intelligence	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The whole aspect of a.i s	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The acting and writing is fantastic. The special effects are brilliant. It's a bit convoluted though and difficult to follow. I'm sticking with it in hopes it will get easier to follow.	"Good acting,Like the writing/dialog,Good visuals/graphics/special effects,,,,"
im not sure about this i just like it	"Good/like the show/everything,,,,,,"
great show and storyline	"Good/like the show/everything,Good storyline/subject matter,,,,,"
It brings you into a world of obscurity and it makes you think a good bit about what happened after you end each episode in which I love discussing with friends	"Other misc. mentions,Thought provoking,,,,,"
The concept of the show. I need to catch up and binge watch during the time that I am working from home due to the covid 19. I will be able to catch up and I think I'm really going to love it once I watch from beginning to now.	"Like the concept/idea of futuristic amusement park,Have not watched enough to comment/not familiar with the show,,,,,"
I like the element of sci-fi mixed with real world action. I like that each season has a theme it's shown and played out strong throughout the season. I like that the show isn't afraid to have strange and out this world characters and cast people you wouldn't expect to be on the show. I like that each season the show evolves into something that blows my mind away and has trying to figure out what the next move of the characters will be.	"Other show type mentions,Other show characteristic mentions,Appealing characters/I like the characters,Good cast/actors,Attention grabbing/holds interest/keeps you wanting to watch more,Thought provoking,"
It's complex and requires multiple viewings	"Complex storyline,Attention grabbing/holds interest/keeps you wanting to watch more,,,,,"
different than other brands	"Unique/different,,,,,,"
fantasies through artificial consciousness.	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
I can't wait to see how it unfolds	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
It sci fy stories and interesting plots it introduces	"Science fiction/fantasy,Interesting/engaging,Like the premise/setting/scenery,,,,"
The first season was excellent overall	"Good experience/liked the previous seasons,,,,,,"
The characters themselves and the plot of the show draw me in every time a new episode airs.	"Appealing characters/I like the characters,Good storyline/subject matter,Attention grabbing/holds interest/keeps you wanting to watch more,,,,"
Good writing and cast	"Like the writing/dialog,Good cast/actors,,,,,"
I think the charters are written in a venue and never on HBO. And has a good awards	"Appealing characters/I like the characters,Other misc. mentions,,,,,"
The fascination about how AI will evolve to challenge humanity	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
"I need to get caught up on it, but just the sci fi aspect of it and artificial intelligence, and the idea of them having consciousness. It's very complicated but interesting."	"Science fiction/fantasy,Technological aspects (inclusion of robots, exploring AI, etc.),Interesting/engaging,,,,"
Everything	"Good/like the show/everything,,,,,,"
The authenticity of the show is unmatched. It's very entertaining and modern yet colonial.	"Original,Interesting/engaging,Creative/innovative/modern,,,,"
WESTWORLD is very excellent show and informative program	"Good/like the show/everything,Informative/detailed,,,,,"
Cast and creator of the show. Special effects. Futuristic outlook. Lots of action and adventure that keeps me wanting more.	"Good cast/actors,Other acting mentions,Good visuals/graphics/special effects,Futuristic,Like the action/adventurous,Attention grabbing/holds interest/keeps you wanting to watch more,"
Different story	"Unique/different,,,,,,"
"all it's good, i like it so much"	"Good/like the show/everything,,,,,,"
Aron Paul and the story	"Like Aaron Paul,Good storyline/subject matter,,,,,"
Have something that will keep your eyes to the beginning and end of the show	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
"hing, about Westworld draws you into this show and makes you want to watch? What makes it a good show? (Please be as detailed and com"	"None/no answer,,,,,,"
I haven't kept up since the first season and I regret that.	"Have not watched enough to comment/not familiar with the show,,,,,,"
Since I didn't watch much all I can say is the plot pretty good and its interesting with the character dynamic	"Have not watched enough to comment/not familiar with the show,Good storyline/subject matter,Appealing characters/I like the characters,,,,"
The acting	"Good acting,,,,,,"
The futuristic role of technology and how it drives society	"Futuristic,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
THE NUDITY AND ORIGINAL MOVIE	"Other storyline/Plot mentions,Already seen/like the original movie,,,,,"
Interesting story line with lots of twists. Plus an outstanding cast	"Interesting/engaging,Good storyline/subject matter,Suspense/Mystery/thrillers,Good cast/actors,,,"
I liked at first to confusing	"All negative mentions,,,,,,"
Ed Harris character	"Other characters mentions,,,,,,"
The acting	"Good acting,,,,,,"
Fantastic cinematography. Superb special effects. Terrific acting performances. Thought-provoking ideas.	"Good visuals/graphics/special effects,Good acting,Thought provoking,,,,"
The characters	"Appealing characters/I like the characters,,,,,,"
I love the themes and characters	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
too confusing	"All negative mentions,,,,,,"
Nothing in particular	"None/no answer,,,,,,"
the artificial intelligence aspect.	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
it’s very different and creative and unique	"Unique/different,Creative/innovative/modern,,,,,"
The characters	"Appealing characters/I like the characters,,,,,,"
"Sci-fi nature of the show, Im not as interested in the show as much now. I've watched Season 1-2 but haven't picked it up for Season 3"	"All negative mentions,,,,,,"
The writing is unlike the other shows available to watch on tv. I like complex shows that make you think	"Like the writing/dialog,Complex storyline,,,,,"
Characters and complexity	"Appealing characters/I like the characters,Complex storyline,,,,,"
I am not sure	"Don't know,,,,,,"
I like all sci-fi movies so the fact it has that future vibe to it. I really like that stuff.	"Science fiction/fantasy,Futuristic,Good/like the show/everything,,,,"
it is ok	"Good/like the show/everything,,,,,,"
The suspense and the thrill	"Suspense/Mystery/thrillers,,,,,,"
"nothing like Ive seen before. Exciting, mind blowing, intense and attention getting."	"Unique/different,Exciting,Intense/serious,Attention grabbing/holds interest/keeps you wanting to watch more,,,"
"Well, I was a big fan of the movie. Yes, this show went in a completely different direction, but it is done very well."	"Already seen/like the original movie,Unique/different,Other storyline/Plot mentions,,,,"
story is good	"Good storyline/subject matter,,,,,,"
"I find that it is a very different take on AI as it pertains to movies/shows and I like the action, drama, and thrill."	"Unique/different,Technological aspects (inclusion of robots, exploring AI, etc.),Like the action/adventurous,Like the drama,Suspense/Mystery/thrillers,,"
good	"Good/like the show/everything,,,,,,"
The show is a suburb twisting narrative where all details matter and the plot twists are meticulously planned and leave you questioning everyone. The details can be scrutinized over and over	"Suspense/Mystery/thrillers,Informative/detailed,Thought provoking,,,,"
its nice like him and very good not boring	"Good/like the show/everything,,,,,,"
trying to figure out how the story line evolves and the characters purpose is revelaed	"Suspense/Mystery/thrillers,Appealing characters/I like the characters,,,,,"
Nothing	"None/no answer,,,,,,"
NONE	"None/no answer,,,,,,"
It is visually stunning and very well produced. The actors are interesting and the effects are very real.	"Good visuals/graphics/special effects,High quality show/high production values,Good cast/actors,,,,"
"the story is great and the actors and characters are amazing. its a high quality show that is filmed with the quality of a movie, not like any regulat TV shows"	"Good storyline/subject matter,Good cast/actors,Appealing characters/I like the characters,High quality show/high production values,Unique/different,,"
"I love how complex and intricate the show is, with the plots within plots, and how in the end they all dovetail together for and overarching story line. I also love how intimate each of the character portrayals are, how they are 'more human' than we 'humans' seem to be at times. How it shows the darker side of humanity, but at the same time how we attempt to strive to be better too."	"Complex storyline,Multiple story lines,Appealing characters/I like the characters,Other realistic/association with real life mentions,,,"
i really liked the original movie westworld so this is an extension of the original movie.	"Already seen/like the original movie,,,,,,"
BECAUSE MY FRIENDS AND I WATCH WESTWORLD TOGETHER	"Can watch with family/family likes the show,,,,,,"
It has a good cast and writing and it explores a topic that no other show or movie is or has covered.	"Good cast/actors,Like the writing/dialog,Unique/different,,,,"
The cast just hits home with me. Love Jeffrey Wright and Evan Rachel Wood in particular. They are special talents.	"Good cast/actors,Other acting mentions,Like Evan Rachel Wood,Good acting,,,"
The sci fi genre	"Science fiction/fantasy,,,,,,"
"Evolving storyline, characters are complex. The concept of AI as a fantasy that is paid for like going to an amusement park"	"Other storyline/Plot mentions,Like the character complexity,Technological aspects (inclusion of robots, exploring AI, etc.),,,,"
The outstanding scripts and cast makes it a show on the level of Game of Thrones	"Like the writing/dialog,Good cast/actors,Other misc. mentions,,,,"
interesting characters	"Interesting/engaging,Appealing characters/I like the characters,,,,,"
The characters and the possibility of AI	"Appealing characters/I like the characters,Technological aspects (inclusion of robots, exploring AI, etc.),,,,,"
The excitement	"Exciting,,,,,,"
complex storyline	"Complex storyline,,,,,,"
the intrique	"Interesting/engaging,,,,,,"
It is very edgy and interesting visually. The high definition imagery really showcases the effects so well. It is very immersive. I like the idea of machines learning as well.	"Attention grabbing/holds interest/keeps you wanting to watch more,Interesting/engaging,Good visuals/graphics/special effects,Other misc. mentions,,,"
The futuristic aspect of it	"Futuristic,,,,,,"
"It is unpredictable, it has great acting, the stories go in unexpected directions. I like the new direction of the show. It deals with privacy and data issues"	"Suspense/Mystery/thrillers,Good acting,Unique/different,Technological aspects (inclusion of robots, exploring AI, etc.),,,"
Not much of anything better on tv	"Good/like the show/everything,,,,,,"
It’s good sci-fi.	"Science fiction/fantasy,,,,,,"
i find it intriguing and the wife likes it quite a bit; we watch the show together.	"Interesting/engaging,Can watch with family/family likes the show,,,,,"
I like the AI concept they had going on. It was really neat!	"Technological aspects (inclusion of robots, exploring AI, etc.),,,,,,"
The constantly changing narratives of the characters. Plus I like violence and nudity.	"Suspense/Mystery/thrillers,Violence,Other storyline/Plot mentions,,,,"
"Its exciting, the plot twists are amazing and it is incredibly thought provoking. The idea that this is a possible future of the human race makes it even more interesting to watch."	"Exciting,Suspense/Mystery/thrillers,Thought provoking,Futuristic,Attention grabbing/holds interest/keeps you wanting to watch more,,"
I like it so much	"Good/like the show/everything,,,,,,"
The whole idea of it is very interesting	"Like the concept/idea of futuristic amusement park,,,,,,"
Ruined a classic	"All negative mentions,,,,,,"
"futuristic, scary, interesting, thrilling, concept is amazing"	"Futuristic,Other show characteristic mentions,Interesting/engaging,Suspense/Mystery/thrillers,Like the concept/idea of futuristic amusement park,,"
It has good acting & I like the sci-fi part of it	"Good acting,Science fiction/fantasy,,,,,"
I like how immersive everything gets	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
"It reveting story with action,adventure,and twist that are such to entertain"	"Good storyline/subject matter,Like the action/adventurous,Suspense/Mystery/thrillers,Witty/humorous/funny/entertaining,,,"
I really enjoy how deep and three dimensional the characters on the show are because to me this is a show where there really isn’t a clear villain and I find that fascinating.	"Appealing characters/I like the characters,Thought provoking,Interesting/engaging,,,,"
The intrigue and the cast	"Interesting/engaging,Good cast/actors,,,,,"
I love the strange complexity of the show and what it offers	"Complex storyline,,,,,,"
"I believe the way the manuscripts are written, the little details throughout the series that took myself for a surprise, and the characters personalities are what I believe that make it a good show."	"Like the writing/dialog,Informative/detailed,Like the characters development,Good/like the show/everything,,,"
I like the story line and the acting is very good	"Good storyline/subject matter,Good acting,,,,,"
I have never had a series draw me in so much.	"Attention grabbing/holds interest/keeps you wanting to watch more,,,,,,"
I like the actors on the show.	"Good cast/actors,,,,,,"
"I think it is better than the original, and I love all of the characters and how dark the show gets."	"Good/like the show/everything,Appealing characters/I like the characters,Dark/sarcastic,,,,"
It is unique compared to other television shows. I like the science fiction element of the main story.	"Unique/different,Science fiction/fantasy,,,,,"
the surprising of each episode	"Suspense/Mystery/thrillers,,,,,,"
yupy yup	"None/no answer,,,,,,"
High quality TV	"High quality show/high production values,,,,,,"
That I'm continually surprised by it for the most part.	"Suspense/Mystery/thrillers,,,,,,"
The show is interested in has very good characters	"Appealing characters/I like the characters,,,,,,"
it is a really good show to watch and has a very good storyliine	"Good/like the show/everything,Good storyline/subject matter,,,,,"
it has a very interesting concept	"Interesting/engaging,Like the concept/idea of futuristic amusement park,,,,,"
The script & acting	"Like the writing/dialog,Good acting,,,,,"
none	"None/no answer,,,,,,"
The storyline and the characters are very enjoyable	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
"WESTWORLD is a sophisticated show with sophisticated performances, multi-layered acting, just very good and thought-provoking storytelling. It is a show that challenges, that surprises, that stimulates. Thandie Newton, Ed Harris and Jeffrey Wright are revelations. Evan Rachel Wood continues to be tremendous. The visual effects are cinematic. So is the production design and cinematography. Virtually everything is first-rate. WESTWORLD is appointment television, but these days we can decide when to go to that appointment, or set several appointments to accommodate viewing the whole season."	"Other show characteristic mentions,Good acting,Thought provoking,Suspense/Mystery/thrillers,Like the characters interaction,Like Evan Rachel Wood,Good visuals/graphics/special effects"
The storylines are great and I love the characters.	"Good storyline/subject matter,Appealing characters/I like the characters,,,,,"
I am hoping for this season to finally make sense of the last two seasons	"Other misc. mentions,,,,,,"
I would call all my friends over and watch it with them which would make it way more fun than usual.	"Can watch with family/family likes the show,Unique/different,,,,,"
I have watched the old versions of Westworld when I was aboy	"Already seen/like the original movie,,,,,,"
